Timestamp,Alert,Severity,Image
2025-09-29 13:03:33, Smoke detected!,6,alert_20250929_130333.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:34, Smoke detected!,6,alert_20250929_130334.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:35, Smoke detected!,6,alert_20250929_130335.jpg
2025-09-29 13:03:36, Smoke detected!,6,alert_20250929_130336.jpg
2025-09-29 13:03:36, Smoke detected!,6,alert_20250929_130336.jpg
2025-09-29 13:03:36, Smoke detected!,6,alert_20250929_130336.jpg
2025-09-29 13:03:36, Smoke detected!,6,alert_20250929_130336.jpg
2025-09-29 13:03:36, Smoke detected!,6,alert_20250929_130336.jpg
